customer_id,customer_name,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
14161586,Aachal Nazareth,Bettiah,585408,14-06-2023,Premium,11,353.97
7288562,Triya Singhal,Dewas,868197,14-06-2023,New,19,1982.78
41181125,Bimala Samra,Mysore,277988,14-06-2023,New,3,632.74
81373608,Priya Rai,Durg,701263,14-06-2023,Inactive,4,605.47
38808614,Xavier Shetty,Vijayanagaram,825269,15-06-2023,Premium,10,340.46
64298209,Girindra Sangha,Jodhpur,426661,15-06-2023,Regular,10,311.25
46876240,Vihaan Doctor,Vijayanagaram,447804,16-06-2023,Premium,5,1588.64
44223796,Bakhshi Lad,Erode,41954,16-06-2023,Regular,16,1449.84
8375298,Yahvi Vora,Begusarai,665539,16-06-2023,Premium,5,443.91
52337289,Pooja Mital,Morena,913898,16-06-2023,New,3,1999.83
12184293,Dayita Mand,Phagwara,249442,16-06-2023,Inactive,7,1811.32
61002154,Ridhi Datta,Imphal,276311,16-06-2023,Regular,19,1526.04
59110513,Chaaya Mody,Raebareli,594217,16-06-2023,Inactive,12,1377.27
13494314,Eesha Nadig,Mahbubnagar,741973,16-06-2023,Premium,5,1108.16
39645619,Indira Jaggi,Maheshtala,740640,17-06-2023,Regular,13,1512.4
77768189,Ojas Sinha,Machilipatnam,468910,17-06-2023,Regular,3,434.62
13871547,Anthony Dhawan,Bhilwara,626053,17-06-2023,Premium,8,200.43
14255231,Advika Taneja,Surendranagar Dudhrej,516962,18-06-2023,Inactive,17,1055.6
97825663,Upadhriti Sha,Udaipur,719362,19-06-2023,Regular,8,527.59
28280172,Gaurang Dutta,Amravati,711598,19-06-2023,Premium,14,968.95
3100301,Wazir Saini,Bathinda,892652,19-06-2023,New,1,1530.27
64141971,Madhavi Jaggi,Anantapur,554679,20-06-2023,Premium,11,361.98
1200365,Avni Mistry,Thane,151739,21-06-2023,Regular,1,1170.74
97277696,Ijaya Halder,Jamalpur,190033,21-06-2023,Premium,8,1630.93
43052303,Girik Mutti,Eluru,907571,21-06-2023,Premium,19,1790.43
19482392,Yachana Nath,Muzaffarnagar,670607,22-06-2023,Regular,10,1478.75
91130614,Rayaan Seth,Jabalpur,364241,22-06-2023,Inactive,7,528.12
51661209,Vasana Chandran,Bidhannagar,211320,23-06-2023,New,13,852.39
95590889,Janani Purohit,Kharagpur,916972,23-06-2023,Inactive,7,582.01
72263318,Reyansh Sankar,Fatehpur,398070,23-06-2023,Inactive,8,1372.05
1469696,Gaurangi Banerjee,Jalna,74329,24-06-2023,Premium,6,1784.79
65382130,Nachiket Mani,Ahmednagar,88366,24-06-2023,Regular,18,557.2
63971358,Leela Hayre,Mau,621459,24-06-2023,Regular,2,1159.84
4444673,Chatresh Patla,Srikakulam,440337,24-06-2023,New,15,584.69
82025691,Zaid Boase,Begusarai,407090,24-06-2023,Regular,17,811.77
96373206,Garima Magar,Indore,996221,24-06-2023,Regular,9,1235.13
27353891,Gabriel Ahluwalia,Parbhani,889940,25-06-2023,Premium,20,1110.61
95558510,Ekaraj Halder,Bhind,565088,25-06-2023,Inactive,5,466.28
79298972,Zaid Kari,Nadiad,685405,25-06-2023,Regular,5,1975.13
13415362,Tristan Grover,Dibrugarh,460303,25-06-2023,Inactive,2,978.88
59345983,Liam Sagar,Saharanpur,992566,25-06-2023,Regular,8,1375.29
773410,Ladli Saha,Kota,906115,25-06-2023,New,13,1694.79
1719710,Pushti Sabharwal,Giridih,798390,26-06-2023,New,2,1332.82
40841791,Krishna Chahal,Mysore,227417,26-06-2023,New,4,851.79
60728956,Andrew Nigam,Khandwa,785737,26-06-2023,Premium,15,1764.25
84848018,Jackson Roy,Alappuzha,275189,26-06-2023,Regular,19,557.81
57063557,Vaishnavi Srinivas,Raurkela Industrial Township,307921,27-06-2023,Inactive,5,1465.59
97928541,Pratyush Peri,Tiruchirappalli,917035,27-06-2023,New,4,1838.77
77961205,Yashica Handa,Burhanpur,921503,27-06-2023,Premium,7,1445.85
40015980,Dipta Deshmukh,Katni,118043,28-06-2023,New,18,1031.91
96171594,Pratyush Tak,Jodhpur,808731,28-06-2023,Regular,19,385.02
5961261,Vrishti Memon,Varanasi,113744,28-06-2023,Premium,17,309.79
10789681,Anvi Rajan,Dehradun,22922,28-06-2023,Regular,17,1178.41
68164013,Netra Chander,Malegaon,4515,29-06-2023,New,1,1061.82
87335844,Chandran Chakraborty,Shivpuri,133563,29-06-2023,Premium,11,1770.89
64748953,Oscar Natt,Hapur,190188,29-06-2023,Inactive,2,1507.44
56352626,Liam Palan,Nagercoil,219851,29-06-2023,Regular,10,1574.59
1855421,Jasmit Kibe,Kadapa,608163,30-06-2023,Inactive,10,260.2
27504517,Rayaan Gupta,Bardhaman,833561,30-06-2023,New,18,1175.7
22161071,Arunima Deol,Jalna,571163,30-06-2023,New,7,1582.43
53332493,Anirudh Bose,Surendranagar Dudhrej,54821,30-06-2023,New,19,1678.4
66742602,Yatan Uppal,Jalna,749857,01-07-2023,New,14,1981.09
33280073,Yuvraj Lad,Tadepalligudem,102918,01-07-2023,Inactive,17,1537.47
61320989,Anirudh Rege,Aurangabad,611718,01-07-2023,Regular,6,1247.37
83039559,Hemang Jain,Jalgaon,925122,01-07-2023,Premium,5,247.73
62526567,Chaman Karan,Chittoor,521820,01-07-2023,Premium,15,1976.82
58238092,Xiti Pradhan,Malegaon,971189,01-07-2023,Inactive,9,519.73
3408982,Tripti Chakraborty,Bhatpara,119108,01-07-2023,Premium,5,656.97
59207798,Chakrika Bhargava,Ballia,78765,02-07-2023,Premium,4,1441.64
22738465,Gabriel Oak,Narasaraopet,890953,02-07-2023,Inactive,16,1903.09
45804389,Liam Dayal,Maheshtala,759825,02-07-2023,Inactive,11,788.1
1174162,Anirudh Vig,Guna,413955,02-07-2023,Premium,12,1255.44
61522288,Gunbir Kala,Tiruppur,828461,02-07-2023,New,8,283.36
96853930,Jagvi Varty,Bhopal,349563,03-07-2023,Premium,16,462.19
11071601,Ojas Ahuja,Buxar,528426,04-07-2023,Inactive,17,1950.54
93937586,Pranav Solanki,Medininagar,683079,04-07-2023,New,1,651.43
58152923,Amrita Babu,Kishanganj,950528,04-07-2023,Premium,18,1776.12
23982977,Charita Rama,Salem,569461,04-07-2023,New,2,1863.55
81655250,Kashvi Rege,Madurai,851454,04-07-2023,Regular,17,1399.67
94730288,Idika Bath,Rampur,721290,04-07-2023,Regular,17,1560.64
49260858,Charan Chaudhary,Phagwara,494573,05-07-2023,Regular,4,1855.11
66866026,Vyanjana Nagi,Ahmedabad,410022,05-07-2023,Regular,13,802.79
10686446,Onkar Ratti,Tadipatri,182979,05-07-2023,New,18,1566.26
6756256,Ijaya Goel,Bellary,83206,06-07-2023,Premium,13,1902.9
20517871,Lavanya Natt,Imphal,796497,06-07-2023,Premium,4,418.15
50045027,Yashvi Bajaj,Sagar,679096,06-07-2023,Regular,7,1570.95
81808190,Qasim Sharma,Bhusawal,611142,06-07-2023,Inactive,1,796.97
13585482,Meera Dara,Buxar,800996,06-07-2023,Inactive,20,1475.52
3872421,Ladli Saran,Panvel,973220,06-07-2023,Premium,3,1468.98
38709137,Neha Gade,Mau,855661,07-07-2023,Inactive,18,1307.64
31576845,Chasmum Raman,Madurai,6864,07-07-2023,New,12,1389.96
96629258,Liam Joshi,Chandigarh,918398,07-07-2023,Inactive,14,1462.21
8739903,Yamini Bir,Thane,985691,07-07-2023,Regular,9,1689.59
27049432,Mitali Shankar,Nagaon,68240,08-07-2023,Premium,1,1866.16
47387512,Shivansh Gaba,Chittoor,858549,08-07-2023,Regular,18,805.43
3638834,Falan Nayak,Warangal,563073,08-07-2023,Premium,16,1142.06
77214094,Raksha Walla,Khammam,105283,09-07-2023,New,6,1957.35
23434261,Jhalak Chopra,Ambala,224620,10-07-2023,Inactive,7,1651.18
18771682,Nitara Sur,Shivpuri,865499,11-07-2023,Premium,12,1420.99
57579640,Sneha Amble,Siwan,847223,11-07-2023,Premium,10,697.08
89476734,Jackson Rajagopal,Surat,454361,12-07-2023,Inactive,18,1505.74
41146001,Nirja Prasad,Belgaum,160105,12-07-2023,Regular,5,934.23
73679086,Tarak Divan,Dibrugarh,181712,12-07-2023,New,16,1297.47
26716400,Yamini Dey,Morena,89227,12-07-2023,Premium,19,1179.28
12832151,Ekavir Bhalla,Baranagar,509489,12-07-2023,Inactive,16,356.96
47590944,Ayushman Chawla,Bhubaneswar,185673,12-07-2023,New,19,1163.84
10285414,Meera Nigam,Shimla,186927,13-07-2023,Inactive,18,993.5
34381941,Oeshi Thaman,Malegaon,348234,13-07-2023,Inactive,10,1753.38
86294036,Chatresh Rajagopalan,Arrah,824264,13-07-2023,Inactive,13,1311.81
13492411,Ekaraj Mahal,Patna,673157,13-07-2023,Regular,8,453.33
9105829,David Gopal,Begusarai,450245,14-07-2023,Regular,11,1350.06
61618079,Isaac Sunder,Ambala,941949,14-07-2023,Inactive,9,1191.93
60379302,Raksha Chand,Patiala,998032,14-07-2023,New,7,536.98
90150193,Advik Rajan,Buxar,665407,14-07-2023,Inactive,18,783.69
77862447,Tejas Doshi,Bally,410832,14-07-2023,New,3,721.04
80935110,Oscar Bir,Tumkur,983869,14-07-2023,Regular,16,1855.7
86636273,Saksham Bora,Chinsurah,958910,15-07-2023,Inactive,13,529.61
80875034,Vasatika Palla,Mahbubnagar,197561,15-07-2023,Inactive,4,1407.92
6247821,Mekhala Vora,Panvel,691869,15-07-2023,Regular,15,1832.58
22846435,Jackson Shenoy,Tezpur,358841,15-07-2023,Inactive,12,1844.21
8655667,Ayaan Upadhyay,Gwalior,479960,16-07-2023,Premium,1,456.16
82322028,Reyansh Sinha,South Dumdum,718072,16-07-2023,New,6,1700.56
3410758,Qabil Salvi,Hazaribagh,293062,16-07-2023,Regular,1,1892.51
16341776,Oviya Gera,Sikar,60359,16-07-2023,New,6,964.4
29902416,Falak Choudhry,Tenali,401415,17-07-2023,Inactive,18,1010.11
25770577,Janya Chhabra,Jaipur,799444,17-07-2023,Regular,17,1095.13
72797139,Ucchal Kapoor,Dhule,722930,17-07-2023,Regular,5,492
21677923,Lipika Mukhopadhyay,Kakinada,247798,18-07-2023,New,17,465.55
63217390,Warinder Sha,Deoghar,65670,18-07-2023,Inactive,15,637.06
53815931,Praneel Sekhon,Jaipur,663082,19-07-2023,Inactive,17,1739.94
29562254,Devansh Murty,Jaunpur,853545,19-07-2023,Inactive,19,1290.14
57526322,Henry Dar,Kishanganj,207296,19-07-2023,Premium,2,601.98
2875442,Arunima Vyas,Bettiah,68994,19-07-2023,Premium,19,1858.8
75289676,Yashica Borra,Bardhaman,123617,20-07-2023,Inactive,19,1170.53
92356639,Girish Lall,Udaipur,558949,20-07-2023,Inactive,10,261.81
894128,Chatura Agarwal,Durgapur,13150,20-07-2023,Inactive,5,1323.32
12305040,Guneet Jayaraman,Noida,910150,20-07-2023,Regular,14,1968.85
8632679,Ayaan Bal,North Dumdum,972354,20-07-2023,Regular,16,1201.21
89223620,Udyati Malhotra,Amravati,487205,21-07-2023,Inactive,17,579.91
97739583,Vasudha Nair,Hapur,333808,21-07-2023,Inactive,17,1522.55
41972994,Lila Khanna,Bhatpara,238845,21-07-2023,Inactive,16,748.34
65514005,Ekapad Kuruvilla,Dhanbad,615240,21-07-2023,Regular,16,266.6
21456226,Indrajit Mitra,Adoni,626620,21-07-2023,New,18,980.16
34897081,Kamala Dasgupta,Shahjahanpur,647500,22-07-2023,Premium,18,425.92
76359458,Yahvi Sule,Hosur,894432,22-07-2023,New,2,1638.08
4849477,Caleb Ram,Hosur,328080,22-07-2023,Premium,19,1782.35
54222320,Edhitha Kakar,Pali,375546,24-07-2023,Regular,19,295.18
28499191,Amara Patel,Thoothukudi,190084,24-07-2023,Premium,11,1018.2
61226835,Owen Soni,Kishanganj,458894,24-07-2023,Premium,18,1491.21
1697604,Arjun Deep,Bongaigaon,743452,24-07-2023,Regular,6,1970.15
52234494,Chameli Kadakia,Bhopal,648848,25-07-2023,Premium,4,766.95
89811984,Saumya Yadav,Ramgarh,309567,26-07-2023,Regular,3,1957.67
51119088,Zehaan Srinivas,Tinsukia,538718,26-07-2023,Regular,9,1264.67
85518832,Alexander Sem,Tezpur,740506,26-07-2023,Premium,19,205.79
94854830,Aarna Dave,Kochi,194790,27-07-2023,Inactive,5,415.65
78847070,Gauri Ramakrishnan,Anantapur,478537,27-07-2023,Inactive,12,1918.04
1108176,Charita Chad,Bhalswa Jahangir Pur,902052,27-07-2023,Premium,20,1460.76
42366724,Quincy Kari,Saharanpur,260071,27-07-2023,Inactive,20,1896.27
81763298,Laban Kumar,Ichalkaranji,469063,29-07-2023,Premium,1,1747.14
39418109,Yahvi Kala,Navi Mumbai,729388,29-07-2023,Inactive,19,928.13
88779806,Ethan Taneja,Srinagar,651071,29-07-2023,Regular,11,679
27746432,Eesha Rajagopal,Bangalore,836547,29-07-2023,Inactive,10,1261.35
72667140,Neelima Raj,Mysore,827748,30-07-2023,Premium,9,1106.22
60591625,Fitan Kunda,Delhi,623581,30-07-2023,New,8,374.61
35434373,Pushti Pandya,Aurangabad,407353,30-07-2023,Premium,9,368.71
11228463,Theodore Cherian,Kanpur,834868,30-07-2023,Inactive,8,1275.97
19084027,Mitesh Sehgal,Unnao,977602,30-07-2023,New,20,908.28
27698051,Mitesh Savant,Gandhinagar,229507,30-07-2023,Premium,19,978.81
666589,Kevin Bassi,Morbi,852969,31-07-2023,Regular,15,465.38
83610315,Nachiket Roy,Shahjahanpur,632904,31-07-2023,Inactive,16,376.5
76864442,Yashasvi Srinivas,Karnal,395170,31-07-2023,Regular,13,1565.67
40877127,Falak Sarraf,Ludhiana,206065,31-07-2023,Premium,14,757.15
31940833,Urmi Amble,Karawal Nagar,452880,31-07-2023,New,4,1515.8
78394303,Alexander Kata,Bilaspur,740219,31-07-2023,Inactive,1,1590.54
14006996,Saumya Rau,Buxar,998569,31-07-2023,Inactive,15,738.1
32656885,Xiti Sane,Durgapur,278727,01-08-2023,New,1,309.43
51557673,Faras Varughese,Mira-Bhayandar,270793,01-08-2023,New,4,510.76
75928073,Harsh Aggarwal,Udupi,442492,01-08-2023,Inactive,20,1684.84
119099,Zansi Parsa,Kavali,692517,01-08-2023,Inactive,20,637.35
81160474,Adweta Gokhale,Aizawl,841396,02-08-2023,Premium,19,447.55
76257013,Lavanya Loyal,Mango,643300,02-08-2023,New,16,1812.15
14167111,Balvan Raman,Kishanganj,21360,03-08-2023,New,18,963.9
92038780,Geetika Bansal,Pallavaram,536778,03-08-2023,Premium,12,445
58170168,Urmi Bansal,Sasaram,480016,03-08-2023,Premium,16,757.56
70363568,Ekavir Sunder,Shahjahanpur,354549,03-08-2023,New,13,1632.23
42432226,Gaurang Mitra,Gandhinagar,337198,03-08-2023,Premium,5,608.34
8384106,Urishilla Upadhyay,Hubliâ€“Dharwad,42350,03-08-2023,Premium,8,1853.96
90021871,Pooja Dube,Thiruvananthapuram,326796,04-08-2023,Regular,2,1907.98
45481936,Robert Gour,Munger,202068,04-08-2023,Premium,3,1909.44
14330483,Vasatika Konda,Durgapur,943453,04-08-2023,Premium,12,538.66
65660660,Arya Sodhi,Gangtok,994735,04-08-2023,Regular,12,749.66
37288781,Kritika Narayan,Tadepalligudem,355069,04-08-2023,New,1,1609.24
6291143,Banjeet Oak,Yamunanagar,135844,05-08-2023,Inactive,19,1934.37
70243933,Irya Gola,Mahbubnagar,829779,05-08-2023,Regular,13,476.91
38957713,Damyanti Krish,Uluberia,3946,05-08-2023,New,19,935.68
59222551,Urmi Parekh,Jamshedpur,351341,05-08-2023,Inactive,10,1569.86
22822088,Baghyawati Wadhwa,Amravati,748122,05-08-2023,New,11,293.88
77128325,Yug Mangat,Satna,833563,05-08-2023,Regular,2,1483.92
70372270,Yadavi Garg,Ichalkaranji,993809,05-08-2023,New,15,1420.71
41612464,Chatura Sodhi,Bhavnagar,521802,06-08-2023,Regular,18,874.93
27381533,Zayan Guha,Rampur,831630,06-08-2023,Premium,9,1414.83
16785724,Indali Majumdar,Vellore,61886,06-08-2023,Regular,16,1768.52
43307488,Jagrati Prabhu,Bhatpara,793361,06-08-2023,Regular,1,1036.29
22915611,Rishi Minhas,Karaikudi,515734,06-08-2023,Regular,10,1239.42
81346291,Yashasvi Acharya,Nizamabad,656769,07-08-2023,Premium,11,490.48
79695653,Yash Hans,Sonipat,361030,07-08-2023,Regular,11,728.65
3999964,Ansh Minhas,Orai,33590,08-08-2023,Premium,15,1147.01
96253172,Zarna Mammen,Berhampur,238657,08-08-2023,Inactive,1,475.19
64535602,Faris Mahajan,Jalgaon,236937,09-08-2023,Inactive,13,1816.18
62323608,Ekansh Bains,Nandyal,537361,09-08-2023,New,2,1446.34
54338574,Yashodhara Gokhale,Guntur,515677,09-08-2023,Premium,3,1875.03
28173165,Gayathri Padmanabhan,Srikakulam,743644,09-08-2023,Inactive,15,545.71
75632045,Shivansh Sharaf,Silchar,207255,10-08-2023,Regular,15,1268.29
29562072,Edhitha Ranganathan,Hindupur,976259,10-08-2023,New,10,1449
34668988,Wishi Varughese,Nagpur,723012,10-08-2023,Inactive,3,534.37
15733078,Ekanta Shukla,Phagwara,214451,10-08-2023,Regular,1,1152.95
51592174,Jasmit Sura,Secunderabad,271886,11-08-2023,New,2,794.83
54580166,Jason Pradhan,Silchar,67494,11-08-2023,Regular,8,1024.69
21425168,Gavin Panchal,Aligarh,189621,11-08-2023,New,5,1861.73
38875754,Yash Mitter,Ambattur,109408,12-08-2023,Premium,9,237.42
8205155,Vrishti Din,Sagar,165438,12-08-2023,New,3,305.85
33574338,Prisha Bahl,Thiruvananthapuram,139810,12-08-2023,Inactive,8,830.3
96109948,Riya Wason,Shivpuri,528740,12-08-2023,Inactive,20,1879.13
45729563,Jagvi Chaudry,Bijapur,919273,13-08-2023,New,14,725.66
66943324,Gavin Karnik,Gorakhpur,851838,13-08-2023,Premium,19,1013.57
99231937,William Banerjee,Secunderabad,246460,13-08-2023,Regular,16,1757.01
11254582,Caleb Krish,Machilipatnam,331326,13-08-2023,Inactive,19,1036.03
89531595,Balvan Bera,Jammu,894540,13-08-2023,Regular,6,1385.2
34835738,Vrinda Mutti,Jalna,891610,13-08-2023,Premium,9,1210.36
19179897,Tarak Nagi,Orai,757209,14-08-2023,Premium,18,1491.58
86167288,Rachana Rajagopal,Nagpur,155646,14-08-2023,Inactive,1,1049.94
76327561,Osha Khanna,Adoni,471009,14-08-2023,Inactive,5,553.12
29361038,Idika Gade,Aurangabad,160138,14-08-2023,New,19,282
43256928,Gaurav Bhardwaj,Baranagar,131278,14-08-2023,Inactive,19,1984.5
38549299,Ati De,Asansol,880031,14-08-2023,Regular,4,234.63
25503067,Ikshita Yohannan,Alwar,730983,15-08-2023,New,1,1257.76
10038382,Rajata Balay,Bahraich,605355,15-08-2023,Inactive,3,339.73
66440188,Ira Radhakrishnan,Haldia,894414,15-08-2023,Premium,9,1976.52
94713625,Samar Deol,Barasat,284684,15-08-2023,Premium,10,1791.16
46675763,Tanmayi Ramaswamy,Katihar,745005,15-08-2023,New,19,737.08
58111297,Chasmum Mutti,Sambalpur,390809,16-08-2023,Regular,20,1149.62
87444738,Meghana Prabhu,Satna,647152,16-08-2023,Inactive,9,1435.78
94165062,Siddharth Shroff,Eluru,291980,16-08-2023,Inactive,9,793.38
72164737,Mugdha Mohan,Udaipur,685858,16-08-2023,Premium,6,377.36
81906973,Oliver Wagle,Loni,114641,16-08-2023,New,20,218.78
44149982,Tara Uppal,Yamunanagar,603400,16-08-2023,New,7,1224.69
48033969,Kavya Kunda,Baranagar,320524,16-08-2023,Premium,1,717.51
41640262,Vihaan Gola,Ulhasnagar,275919,17-08-2023,Inactive,9,1805.87
63624332,Krisha Zachariah,Rewa,391559,17-08-2023,Inactive,19,387.57
11387110,Om Sastry,Coimbatore,14359,17-08-2023,Premium,8,1303.37
5009458,Yasti Choudhary,Thiruvananthapuram,525644,17-08-2023,Inactive,7,1712.14
37362180,Praneel Mangat,Visakhapatnam,826795,17-08-2023,Regular,11,1638.66
94486311,Ladli Mani,Chittoor,320760,17-08-2023,New,16,1812.66
85340038,Faris Oza,Noida,355666,17-08-2023,Premium,10,1430.56
82359623,Pushti Sangha,Bellary,504776,17-08-2023,Premium,17,1339.75
73428596,Nathaniel Sem,Kakinada,530738,18-08-2023,Inactive,16,808.24
31389750,Advika Bala,Karaikudi,251735,18-08-2023,New,18,1600.66
86483673,Ranveer Ranganathan,Satara,979887,18-08-2023,Regular,17,682.78
42012717,Edhitha Sahota,Jabalpur,831378,18-08-2023,Regular,10,1030.12
5140660,Tripti Loke,Akola,164050,18-08-2023,Inactive,17,908.68
40104482,George Toor,Morbi,752996,19-08-2023,New,5,1632.94
8817168,Lajita Sharma,Mehsana,294382,19-08-2023,Inactive,7,1382.39
15221182,Charles Munshi,Visakhapatnam,639677,19-08-2023,Inactive,11,1871.46
81822935,Dhruv Ganguly,Nanded,425857,19-08-2023,Regular,18,1808.94
23984022,Liam Gupta,Nagaon,971471,19-08-2023,Regular,3,1519.51
59240916,Ronith Murthy,Faridabad,730723,19-08-2023,Inactive,6,1202.51
88202341,Jagrati Dubey,Kottayam,174979,20-08-2023,Inactive,9,644.06
24581427,Yahvi Tiwari,Ahmednagar,644558,20-08-2023,Premium,3,747.9
12755730,Indrajit Mahal,Howrah,473540,20-08-2023,Regular,8,748.43
85354059,Anamika Dugar,Begusarai,887933,20-08-2023,Premium,2,672.87
38613295,Sai Panchal,Vadodara,254021,20-08-2023,New,17,544.45
47955004,Mohini Sidhu,Kollam,204587,21-08-2023,Inactive,6,1681.52
67538982,Upma Salvi,Shivpuri,230324,21-08-2023,Premium,6,1257.71
469006,Shivansh Loyal,Begusarai,814266,21-08-2023,Inactive,2,1393.2
77303171,Sneha Menon,Guna,876392,22-08-2023,Inactive,19,452.86
98088303,Neel Palan,Agartala,50491,22-08-2023,New,9,1765.46
50630016,Max Ranganathan,Unnao,926172,22-08-2023,Inactive,17,1445.33
66269844,Harshil Edwin,Ghaziabad,818957,23-08-2023,Premium,4,1371.03
11470681,Yashawini Sunder,Munger,928068,23-08-2023,New,2,570.88
13760839,Anvi Savant,Guwahati,412928,23-08-2023,Premium,17,444.89
30116949,Harshil Pathak,Nadiad,981634,23-08-2023,Inactive,5,1535.47
45868300,Isha Sheth,Ratlam,406941,24-08-2023,Premium,7,584.9
59398136,Neelima Lanka,Machilipatnam,460348,24-08-2023,Regular,14,1205.76
6187807,Jairaj Tata,Dindigul,921070,24-08-2023,New,10,1962.92
5135207,Xalak Mittal,Moradabad,383404,24-08-2023,Premium,3,1438.23
66427343,Forum Iyer,Dewas,212034,25-08-2023,Premium,17,265.15
4394659,Xalak Goel,Pune,92392,25-08-2023,New,7,291.77
60319216,Lohit Narasimhan,Ahmedabad,780127,25-08-2023,Premium,12,503.83
39959491,Damini Gandhi,Purnia,734014,25-08-2023,Premium,2,622.87
52032226,Jagvi Choudhury,Jodhpur,921195,26-08-2023,Premium,19,1551.39
8886587,Aishani Sura,Moradabad,171879,27-08-2023,Regular,4,951.65
75892474,Baghyawati Ray,Guntur,353826,27-08-2023,New,17,564.89
91024604,Manbir Devan,Sambalpur,463411,27-08-2023,Inactive,2,1577.27
93127511,Warinder Chandran,Bijapur,850740,27-08-2023,Inactive,7,453.17
37633848,Samuel Banerjee,Kharagpur,622019,27-08-2023,Premium,20,1237.57
5418547,Qushi Devi,Pune,122989,27-08-2023,Regular,20,1693.63
89472859,Ekaraj Dash,Saharsa,209011,27-08-2023,Inactive,2,1181.99
5540556,Lakshit Balan,Gangtok,166077,28-08-2023,Regular,13,273.47
77559557,Akshay Varty,Madurai,639717,28-08-2023,New,9,601.15
10019218,Elijah Brar,Parbhani,700999,28-08-2023,New,7,560.14
55472026,Urishilla Bhatnagar,Allahabad,925280,28-08-2023,New,2,730.33
20951294,Sathvik Dhar,Anantapur,766714,29-08-2023,Premium,4,223.45
54680459,Fariq Kala,Vijayanagaram,319468,29-08-2023,Regular,8,585.9
8791577,Warda Kohli,Madhyamgram,999631,29-08-2023,Regular,1,1031.07
15345667,Lila Chanda,Durg,750467,29-08-2023,Premium,6,1574.77
72287157,Ekbal Kaur,Machilipatnam,289225,29-08-2023,New,20,1706.71
92123198,Diya Munshi,Bidar,505894,30-08-2023,Regular,8,224.01
97286925,Omkaar Bedi,Vellore,106555,30-08-2023,Inactive,20,617.71
62742797,Tanvi Dhar,Fatehpur,407022,30-08-2023,Premium,13,979.11
90586443,Baljiwan Pandey,Ambala,46985,30-08-2023,New,2,1637.32
55007963,Darika Borah,Chennai,52382,30-08-2023,New,10,1809.98
33544355,Aarnav Nayak,Sri Ganganagar,737494,30-08-2023,Premium,2,1083.95
79607319,Tanay Prabhakar,Indore,988411,31-08-2023,New,6,942.14
91602727,Rayaan Palla,Indore,798247,31-08-2023,Inactive,5,1156.54
4862761,Maya Chatterjee,Eluru,153679,31-08-2023,Premium,20,477.19
52075070,Vedika Muni,Kadapa,761787,31-08-2023,Regular,8,638.6
23976957,Ryan Sawhney,Visakhapatnam,928742,31-08-2023,New,6,755.84
83023956,Lopa Kalita,Nanded,313936,01-09-2023,Regular,12,1551.29
87654461,Maya Amble,Sambhal,394842,01-09-2023,Inactive,2,1720.18
54837637,Nathaniel Som,Ichalkaranji,478461,01-09-2023,Regular,9,1525.43
80571942,Mohammed Magar,Kishanganj,140451,01-09-2023,Regular,10,980.64
63630649,Indira Golla,Vijayawada,178528,02-09-2023,Premium,8,1626.79
40085705,Anirudh Deshpande,Kishanganj,530403,02-09-2023,New,6,777.89
33706378,Michael Dugar,Mehsana,601242,02-09-2023,New,16,1110.01
56250563,Anthony Tara,Jabalpur,202458,02-09-2023,Premium,20,733.3
37926207,Pahal Chaudhary,Eluru,877706,02-09-2023,New,12,491.26
7923550,Amruta Grewal,Panihati,833973,02-09-2023,New,17,1813.79
9423628,Chanakya Dutta,Malegaon,936957,03-09-2023,Inactive,19,1911.7
99772709,Xiti Jaggi,Tadepalligudem,798755,03-09-2023,Regular,11,1905.19
89028323,Avni Padmanabhan,Lucknow,407239,03-09-2023,Regular,13,1329.47
16400639,Anvi Dutta,Pallavaram,759756,03-09-2023,Premium,5,680.48
12141418,Faras Patla,Ambala,97395,04-09-2023,Inactive,5,862.68
25447967,Udyati Sani,Rajkot,32438,04-09-2023,Regular,18,876.56
66768157,Om Khosla,Singrauli,131116,04-09-2023,Inactive,3,502.9
39681023,Pranit Randhawa,Pimpri-Chinchwad,730587,04-09-2023,Premium,16,1084.73
80833965,Irya Brar,Sangli-Miraj & Kupwad,268118,05-09-2023,Inactive,13,1896.2
79155946,Nachiket Saini,Thiruvananthapuram,506102,05-09-2023,New,17,1799.48
2684440,Hamsini De,Ranchi,574868,05-09-2023,Premium,5,650.6
79942821,Tristan Pillay,Madhyamgram,776819,05-09-2023,Premium,19,1652.35
24144240,Charles Parsa,Tezpur,49861,06-09-2023,Regular,15,1938.81
57474553,Damini Sule,Moradabad,441368,06-09-2023,Regular,1,300.82
34095555,Charan Misra,Raiganj,561007,07-09-2023,Premium,9,1536.28
59095971,Jason Wagle,Amroha,238579,08-09-2023,Inactive,15,311.21
35435896,Abhiram Tiwari,Dehradun,920849,08-09-2023,Premium,9,338.62
50105174,Tanveer Baria,Malda,426543,08-09-2023,Premium,11,1889.81
25221501,Pratyush De,Orai,179348,09-09-2023,Regular,20,1935.84
89412038,Ekansh Nagi,Kharagpur,198327,09-09-2023,New,7,937.66
63339001,Viraj Bhandari,Noida,273531,09-09-2023,New,12,682.32
16256136,Panini Mangal,Aurangabad,36309,09-09-2023,Regular,14,415.01
58873572,Chandran Kale,Nanded,745599,10-09-2023,Premium,13,1721.61
88553721,Vritti Mangat,Kadapa,858622,10-09-2023,Regular,6,984.13
